1,4.03,40114.7
2,6.87,35240.2
3,7.19,27356.4
4,9.17,26683.2
5,9.49,22237.5
6,9.99,20021.1
7,7.42,12515.3
8,10.13,15331
9,8.7,11596.4
10,8.34,9978.47
11,9.37,10261.4
12,9.37,9403.77
13,7.63,6852.71
14,9.97,8566.02
15,7.67,6067.92
16,8.03,5866.44
17,8.2,5599.01
18,9.1,5851.64
19,10.3,5761.01
20,8.62,4558.16
21,7.97,4253.73
22,8.68,4479.58
23,7.82,3810.99
24,9.06,4344.81
25,8.93,4050.62
26,7.8,3367.87
27,7.73,3205.16
28,7.53,3013.83
29,7.08,2701.42
30,7.56,2856
31,6.69,2392.18
32,7.9,2766.19
33,6.93,2311.97
34,6.54,2072.3
35,7.23,2259.29
36,6.69,2006.99
37,6.96,2049.15
38,6.58,1874.07
39,6.7,1884.77
40,6.88,1872.17
41,5.99,1558.18
42,7.22,1898.21
43,6.82,1743.42
44,6.49,1579.61
45,6.11,1428.59
46,5.83,1340.18
47,5.93,1332.39
48,5.27,1117.72
49,5.89,1284.91
50,6.3,1362.36
51,6.38,1307.59
52,6.01,1217.91
53,6.2,1253.86
54,6,1162.22
55,5.81,1115.87
56,6.11,1151.19
57,5.87,1083.17
58,5.38,962.25
59,5.76,958.17
60,5.3,910.14
61,5.37,913.44
62,6,1018.93
63,4.87,749.39
64,5.14,807.51
65,5.43,860.42
66,5.96,954.26
67,4.99,749.8
68,5.88,920.79
69,5.19,768.28
70,4.89,696.08
71,5.4,770.67
72,5.4,763.67
73,4.96,665.91
74,5.34,739.88
75,5.02,672.15
76,5.46,662.99
77,4.93,631.34
78,4.94,621.87
79,4.87,605.41
80,5.72,755.51
81,4.56,552.96
82,4.44,522.02
83,4.49,528.21
84,4.77,567.87
85,4.9,565.48
86,4.97,579.02
87,4.36,485.1
88,4.49,491.34
89,4.37,474.66
90,4.52,489.73
91,4.74,510.14
92,4.12,426.7
93,4.08,407.76
94,4.16,427.06
95,4.41,444.19
96,3.82,367.33
97,4.28,421.31
98,4.68,473.03
99,3.96,382.07
100,4.27,403.2
101,4.63,0.02
